subzone_n,pln_area_n,beach_area,business_2,educational_institution,utility,special_use,waterbody,port_/_airport,park,road,business_1_-_white,commercial,light_rapid_transit,transport_facilities,health_&_medical_care,business_1,residential,sports_&_recreation,commercial_&_residential,mass_rapid_transit,civic_&_community_institution,open_space,residential_with_commercial_at_1st_storey,cemetery,reserve_site,white,place_of_worship,business_2_-_white,hotel,residential_/_institution,business_park_-_white,business_park,agriculture,pri_classification
SENTOSA,SOUTHERN ISLANDS,82846.9573469803,0,0,48979.2160615695,0,344879.424379807,2141.02090133108,66826.6173000856,333572.477046982,0,93993.49603547,0,49607.8402779935,0,0,504764.134931226,1946064.86901943,0,0,1838.4481425922,478280.538441058,0,0,0,485162.732028466,0,0,480123.238399353,0,0,0,0,SPORTS & RECREATION
SOUTHERN GROUP,SOUTHERN ISLANDS,108761.18165962,0,0,38264.0692799259,0,0,0,0,31673.7769802167,0,0,0,9495.09450452458,0,0,0,1114383.30010549,0,0,0,407420.923663714,0,0,491019.527128059,0,5298.22656566002,0,0,0,0,0,0,SPORTS & RECREATION
STRAITS VIEW,STRAITS VIEW,0,0,0,0,0,0,57041.7883555149,72776.2194334901,227134.496664952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650340.714768774,120003.043790152,0,0,0,0,0,0,0,RESERVE SITE
GALI BATU,SUNGEI KADUT,0,1119310.3131061,0,9142.80972053658,962766.626970838,114577.5274785,0,0,509360.471185295,0,11517.3433715148,0,261605.467220911,0,0,0,0,0,0,297893.031532758,0,0,0,1896139.50317646,0,2293.98586607903,0,0,0,0,0,0,RESERVE SITE
KRANJI,SUNGEI KADUT,0,1072806.04302151,0,275680.318743163,0,251006.276437424,0,0,300961.359341895,0,0,0,0,0,0,0,0,0,0,4993.33657712569,0,0,0,1745889.30141413,0,0,0,0,0,0,0,0,RESERVE SITE
PANG SUA,SUNGEI KADUT,0,1593642.53208749,0,5362.82296182593,0,273839.96948571,0,0,297537.080989596,0,1861.28952988887,0,0,0,0,0,0,0,0,3005.39477028404,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
RESERVOIR VIEW,SUNGEI KADUT,0,1536718.66241992,0,8127.01786983887,0,693421.611910564,0,111405.876273127,211203.198091255,0,2912.83556647614,0,0,0,0,0,0,0,0,0,0,0,0,720336.138361471,0,0,0,0,0,0,0,0,BUSINESS 2
TURF CLUB,SUNGEI KADUT,0,0,0,25378.416743538,0,86505.4169957089,0,3714.81807964093,423484.810587438,0,17793.1010352229,0,0,0,0,253444.209242222,1229816.98660281,0,12945.9979756438,0,0,0,54269.1274865648,1184047.67579717,0,0,0,0,0,0,0,0,SPORTS & RECREATION
SIMEI,TAMPINES,0,388344.132137612,220579.466169283,39421.9073530497,0,57410.8066133039,0,50389.8696686757,573098.861616949,0,15710.1016040874,0,62839.5136431368,67170.5934418504,0,1251744.67452329,0,0,5650.59807850915,15568.0575865914,8167.34418655929,6679.14914879032,0,0,0,15860.5674527294,0,0,0,0,0,0,RESIDENTIAL
TAMPINES EAST,TAMPINES,0,0,304005.547854254,13657.1034755005,0,30931.8585073053,0,215546.284182918,840475.530388545,0,169876.854792223,0,8247.88725234099,8587.07132036835,0,2285282.45675043,0,194994.333023724,7227.36591289746,22797.8030648469,67062.4114696194,81755.2033798443,0,73336.4968802943,0,16039.3245374215,0,0,0,0,0,0,RESIDENTIAL
TAMPINES NORTH,TAMPINES,0,124897.913855904,95998.8020127435,19830.8160576539,0,49635.3740668233,0,196492.501399265,555098.974697412,93555.3169979717,0,0,2029.66458003443,11000.6089495285,200284.598984746,783758.210281043,0,23838.1686752423,0,13652.1104665634,0,0,0,359451.003753114,0,13582.5697458795,0,0,0,0,0,0,RESIDENTIAL
TAMPINES WEST,TAMPINES,0,249811.043409735,493879.992406091,10650.283951636,0,53369.5604629084,0,51665.3834848262,537433.747317617,0,4494.9036087339,0,15233.9974724534,0,0,1793876.41352852,75088.4109728195,49836.5323586327,0,33882.0929077477,34415.3149118577,36368.2069199573,0,13742.9095055598,0,21461.0262607042,0,0,0,0,0,0,RESIDENTIAL
XILIN,TAMPINES,46807.8198684296,979925.732165091,174700.930105773,82833.1657375752,0,272046.310185704,37.3840471084754,170767.387538373,1322354.30572052,0,242985.17528429,0,257136.248635764,0,0,115855.619436284,2480502.1594075,0,6539.16105345008,79371.7425665262,6352.76371349237,0,0,1013055.02961252,0,4000.62197065505,0,0,0,77002.8953217794,501803.38527198,0,SPORTS & RECREATION
CHATSWORTH,TANGLIN,0,0,67592.2941376762,592.610827987294,0,14827.719618541,0,2862.70173387932,217930.847078944,0,2523.55793723685,0,2705.20320220293,0,0,995776.125715863,0,23923.9818640963,0,4149.4049168423,0,973.233460343811,0,1886.83152068778,0,10381.6189211722,0,0,0,0,0,0,RESIDENTIAL
NASSIM,TANGLIN,0,0,0,5729.97695016836,0,23967.1677572292,0,0,377571.713903053,0,0,0,1035.56891544841,15092.7948720224,0,1571721.15059032,0,7936.43134468338,0,21924.8006868548,0,1771.81025743311,0,0,0,0,0,69278.5956287186,0,0,0,0,RESIDENTIAL
RIDOUT,TANGLIN,0,0,0,1126.4570351787,0,0,0,0,252218.055896761,0,0,0,0.00799105410096171,0,0,1335682.74705101,0,0,0,100475.860144182,0,0,0,255981.419672587,0,6378.45217954747,0,0,0,0,0,0,RESIDENTIAL
TYERSALL,TANGLIN,0,0,116293.031339062,3305.62691097427,193969.191559713,9416.19352582252,0,736080.984299533,228928.893300019,0,0,0,0,0,0,706562.002947252,0,5807.65177694139,0,2577.42512108504,129013.363672788,0,0,26335.3521880708,0,0,0,0,0,0,0,0,PARK
TENGAH,TENGAH,0,1221743.98239267,0,0,0,0,0,0,458289.8566997,0,0,0,0,0,0,5682579.8545118,0,0,0,0,0,0,0,0,0,7924.38120598318,0,0,0,0,0,0,RESIDENTIAL
BIDADARI,TOA PAYOH,0,0,49105.0096398436,0,0,15952.9529429081,0,129073.801710351,118040.959203763,0,0,0,0,0,0,214040.813084499,0,25458.51710791,0,0,0,20827.7044744978,0,0,0,0,0,0,0,0,0,0,RESIDENTIAL
BOON TECK,TOA PAYOH,0,0,0,0,0,0,0,10997.3637952652,81000.1431561818,0,1543.8419105256,0,2334.50040832921,1999.68937918742,44004.4034156821,252889.545452293,0,0,0,4036.41179929013,0,6071.39706190245,0,3038.7274631173,0,10741.3344595783,0,0,0,0,0,0,RESIDENTIAL
BRADDELL,TOA PAYOH,0,0,40229.0205543126,0,0,12313.8151662473,0,6127.24180174076,86837.1814449469,0,1090.60480260787,0,2184.52580448083,0,87024.5418593889,182216.007355094,0,0,0,6906.34425230301,9536.01845719874,4081.66216920558,0,5861.07332772481,0,1833.48330631443,0,0,0,0,0,0,RESIDENTIAL
JOO SENG,TOA PAYOH,0,1133.70949077956,23758.2766028262,1046.12003052231,0,13972.1213024577,0,12350.2335012102,207492.610510665,49663.7238131253,2426.79138732503,0,4374.15746987269,0,275841.092631269,194671.266251126,0,0,0,242520.358920331,7763.41649613415,11413.7157192545,0,0,0,3096.34722605724,1353.79203564934,4287.48835114662,0,0,0,0,BUSINESS 1
KIM KEAT,TOA PAYOH,0,0,21092.820874612,0,0,0,0,0,104450.863672379,0,7452.03472346615,0,0,0,0,200020.335417532,0,0,0,0,7303.01470269558,0,0,0,0,29451.4937593357,0,0,0,0,0,0,RESIDENTIAL
LORONG 8 TOA PAYOH,TOA PAYOH,0,0,15277.3290568644,0,0,40327.9306392032,0,11420.7364598072,96618.2958148901,0,3763.74039588988,0,65599.4449674133,0,48317.864777462,141434.407896499,0,0,0,10290.1788258244,4116.9134107864,1922.65179510835,0,0,0,557.267518340177,0,0,0,0,0,0,RESIDENTIAL
PEI CHUN,TOA PAYOH,0,0,19297.1603711173,0,0,0,0,7235.09605528585,88992.7906454015,0,5626.69234890425,0,0,3569.17853661072,89452.6410868683,164918.266981784,0,0,0,0,0,4392.84017860201,0,23556.8792703815,0,4345.46704647988,0,0,0,0,0,0,RESIDENTIAL
POTONG PASIR,TOA PAYOH,0,0,128539.66385561,503.442463227403,0,58568.9010776681,0,4260.77767332446,143155.047478828,0,0,0,0,6304.89499418155,0,252918.318620419,0,36971.4151502304,0,3991.95574636911,2294.30337436313,0,0,16.5712340599616,0,1612.90025510064,0,0,0,0,0,0,RESIDENTIAL
SENNETT,TOA PAYOH,0,0,50608.3705938778,5448.11738903472,0,0,0,25744.6657320402,196716.1931261,0,0,0,1181.8256789559,3280.9345167237,0,498291.824866656,0,0,0,54152.6159307223,3269.57925027874,15317.3555577443,0,0,0,13738.9485580455,0,0,0,0,0,0,RESIDENTIAL
TOA PAYOH CENTRAL,TOA PAYOH,0,0,41803.2531318032,0,0,0,0,54678.9407077844,209219.524660916,0,71507.9148834104,0,2589.92744573253,0,21129.4211979503,476213.706320556,97359.5208023953,45015.413817835,0,43491.109913991,9339.85855744791,2577.51267397657,0,4262.70774640526,0,9576.89187551779,0,18500.5490831446,0,0,0,0,RESIDENTIAL
TOA PAYOH WEST,TOA PAYOH,0,0,121578.551729303,5879.9866518735,0,4191.34145338927,0,15112.6644347195,208331.72394538,0,2834.38529750354,0,0,33340.6334624406,40336.9316523807,529943.771638589,0,0,0,34347.6330704016,0,9219.0348286088,0,32164.4341681838,0,0,0,0,0,0,0,0,RESIDENTIAL
WOODLEIGH,TOA PAYOH,0,0,50016.317164949,0,0,14872.058575088,0,2734.90403503996,99618.36072316,0,0,0,0,0,0,390992.072163496,0,0,0,0,0,0,0,255148.615425449,0,0,0,0,0,0,0,0,RESIDENTIAL
TENGEH,TUAS,0,0,0,0,0,612508.79159167,0,0,164168.084104334,0,0,0,0,0,0,0,1411655.1407054,0,0,0,0.0582601183065494,0,0,62823.6294226156,0,0,0,0,0,0,0,0,SPORTS & RECREATION
TUAS BAY,TUAS,0,2690803.94905676,0,71494.8277222297,0,48516.8189107345,0,0,383480.886101008,0,9009.55531681598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS NORTH,TUAS,0,2665163.25849852,0,21113.2484800762,0,34500.8838845925,0,0,529526.685285025,0,9213.60243187353,0,633.178316791712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS PROMENADE,TUAS,0,1667477.73422344,0,12141.9558447463,0,21642.5792479604,0,0,431045.937713817,0,3238.02590315396,0,306295.576703675,0,0,0,140711.426181963,0,6560.39959963362,207977.380390813,18697.6965974805,0,0,372308.0177865,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS VIEW,TUAS,0,4274842.36056973,0,12597.5944126734,0,7790.63549592768,0,0,963895.806186008,0,4613.47834379856,0,0,0,0,0,0,0,0,0,0,0,0,411862.942646173,0,0,0,0,0,0,0,0,BUSINESS 2
TUAS VIEW EXTENSION,TUAS,0,9679066.12876458,0,1844827.96631379,3315.36237026339,39845.5525473686,10801343.7908787,0,1254129.40419597,0,0,0,3674.83729635045,0,0,0,28356.8953378102,0,0,129007.68322245,0,0,0,3927381.91201953,0,0,0,0,0,0,0,0,PORT / AIRPORT
JURONG ISLAND AND BUKOM,WESTERN ISLANDS,0,33382946.1872009,0,1447796.01791176,0,46160.027837007,0,0,1668810.18904837,0,0,0,23796.2541174943,0,0,0,0,0,0,8838.48534313151,6746.51478334683,0,0,122494.809036261,0,0,0,0,0,0,0,0,BUSINESS 2
SEMAKAU,WESTERN ISLANDS,0,472886.257962285,0,3841453.93696589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603251.466751585,0,0,5865.45888308991,0,0,0,0,0,0,0,40329.9839081253,UTILITY
SUDONG,WESTERN ISLANDS,0,0,0,0,0,0,13042.8451708022,0,0,0,0,0,0,0,0,0,0,0,0,0,4194228.2483587,0,0,0,0,0,0,0,0,0,0,0,OPEN SPACE
WESTERN WATER CATCHMENT,WESTERN WATER CATCHMENT,0,0,1743048.8546973,181739.674811423,10857889.0384999,10498936.1592368,0,44940.5555480909,1489669.50346785,0,0,0,18181.1471117721,0,0,0,129113.58727126,0,0,476184.137756365,33964421.5661754,0,3141335.58033463,3443152.35623724,0,0,0,0,0,0,435279.140411559,3324244.85509733,OPEN SPACE
GREENWOOD PARK,WOODLANDS,0,0,198675.007664913,0,0,25961.4446667437,0,227335.133041185,246235.567956757,144699.918224479,104179.690392092,0,0,0,0,230228.148934948,0,0,0,30188.2706454307,0,0,0,37693.1367076697,0,0,0,0,0,0,36094.0709832287,0,ROAD
MIDVIEW,WOODLANDS,0,0,75103.179517298,0,0,3320.33437535809,0,61811.1856170419,149972.54362584,0,0,0,1999.95303824802,5158.39000087812,0,581762.482217713,0,26909.5306993441,0,3817.69726721941,15124.6138757631,8658.3903849721,0,0,0,2777.22549120039,0,0,0,0,0,0,RESIDENTIAL
NORTH COAST,WOODLANDS,0,599054.925572477,93548.229981605,2957.52329986066,0,11963.6045543904,902.171369629637,38184.4127333751,292284.838549073,0,1631.86636799174,0,0,2376.04371155486,26391.0359047261,214862.255765535,0,1631.97772898333,0,222841.191060687,39005.2527655109,127733.79079147,0,643973.056126459,0,0,0,0,0,0,131413.584334549,0,RESERVE SITE
SENOKO WEST,WOODLANDS,0,584468.030523078,0,12611.7982444647,0,11378.6334048191,0,0,234701.046768689,0,0,0,52706.8128885545,0,0,0,0,0,0,0,0,0,0,0,0,10052.3602492225,0,0,0,0,0,0,BUSINESS 2
WOODGROVE,WOODLANDS,0,0,193229.264349226,45717.1752825403,0,8076.44125629715,0,130312.103306412,308759.096179789,0,0,0,2200.68256884632,6999.57275650932,0,824171.324240656,0,51196.6577136715,0,13357.0847338631,44720.3627481166,14791.9736479591,0,17328.0585032948,0,4609.40852054298,0,0,0,0,0,0,RESIDENTIAL
WOODLANDS EAST,WOODLANDS,0,32734.9117215269,205091.556340925,12509.0303650483,0,21615.5551558056,0,104649.053946863,439144.712691276,0,0,0,0,5872.97318863956,161957.557672899,1453283.17914594,0,37325.4730417184,10684.2187398413,9418.11377579869,34932.7266059618,0,0,6669.02875753958,8980.72636542062,8593.31779833358,0,0,0,0,0,0,RESIDENTIAL
WOODLANDS REGIONAL CENTRE,WOODLANDS,0,129801.107102119,0,0,0,0,0,0,193580.091630728,0,101448.475679162,0,21212.9498945989,0,6453.56760363112,77180.4737922281,0,47962.045286623,16010.0530264223,0,0,0,0,0,0,2001.01079761001,0,0,0,0,0,0,ROAD
WOODLANDS SOUTH,WOODLANDS,0,19262.7347874078,207734.16603808,3229.89561067121,0,0,0,65135.743192337,346394.721819304,0,0,0,2007.05991954092,76815.7137275329,79385.9536456102,666187.235635044,0,15190.1463521852,0,3805.38979942994,18552.9361238337,0,0,64733.8296743299,0,7565.92034050966,0,0,0,0,0,0,RESIDENTIAL
WOODLANDS WEST,WOODLANDS,0,90154.0307190079,68619.7296461376,2674.38402856448,0,78793.9260075061,0,104217.878312269,229221.388793522,0,0,0,3393.67344821975,0,0,819048.891746581,74483.3994833135,31154.2651843194,6534.67602361372,28423.9303080036,45014.9614492267,26328.8251569542,0,26624.874255836,0,13938.6551876672,0,0,0,0,0,0,RESIDENTIAL
KHATIB,YISHUN,0,0,35947.2176272402,0,305564.633619392,0,0,20927.8533205385,117614.345462989,0,0,0,0,0,0,192473.535446783,0,0,7229.24229802894,0,6603.04847444402,3107.22485107586,0,741322.959809,0,2122.16485000393,0,0,0,0,0,0,RESERVE SITE
LOWER SELETAR,YISHUN,0,0,36978.2696902957,169389.064117853,426105.299073386,3239628.883395,0,594465.448964808,497357.366804986,0,0,0,0,0,0,635073.0217544,726952.449875864,0,0,3995.21011178533,25145.2163612229,0,0,2093217.16080509,0,5004.98809708586,0,0,0,0,0,0,WATERBODY
NEE SOON,YISHUN,0,0,0,2546.76004501097,1229912.10762764,6537.78396124073,0,85610.798502685,210229.193953535,0,0,0,5694.34289191371,0,0,240813.326981212,0,26438.3477656527,0,0,0,874.596026259326,115384.138777382,282634.746269766,0,0,0,0,0,0,0,0,SPECIAL USE
NORTHLAND,YISHUN,0,255860.961418294,86158.0189482147,9715.94874643818,0,13267.8359924819,0,7041.30351965958,270752.884616965,0,0,0,10634.5169620545,0,279661.580262017,398666.003817191,0,33665.4329567133,0,13456.6892322419,9667.04237385838,26527.8398202908,0,80401.6314147677,0,15517.5729849871,0,0,0,0,0,0,RESIDENTIAL
SPRINGLEAF,YISHUN,0,0,0,0,0,56373.1608880655,0,204196.146474565,363323.129372023,0,0,0,2340.99088678525,0,0,333144.601947152,0,0,0,0,0,21771.8869996082,0,1220527.80149208,0,7532.08176726752,0,0,0,0,0,0,RESERVE SITE
YISHUN CENTRAL,YISHUN,0,0,0,1088.97264576074,0,47604.148193644,0,36784.5807291976,87780.3000154457,0,15162.8885526785,0,0,44303.5456078979,0,0,0,80295.6063256541,0,0,4451.5964626557,0,0,118896.894796816,0,0,0,0,0,0,0,0,RESERVE SITE
YISHUN EAST,YISHUN,0,0,138077.888014689,0,0,37420.3596798996,0,42917.7978717412,235745.852860559,0,5282.03849197675,0,4188.24521991185,6664.14677218054,0,1139428.77394465,0,60624.3515122765,0,8950.96113275354,19798.8660227944,8814.34116689962,0,53989.5931175164,0,5189.52408316743,0,0,0,0,0,0,RESIDENTIAL
YISHUN SOUTH,YISHUN,0,0,89283.6697003033,0,0,21652.8219021607,0,166223.114746134,163682.794722809,0,0,0,1993.11320511486,2052.72397171226,0,693009.461593582,88806.9824704096,56809.1750928892,0,18101.8075966779,17449.6240302802,14406.7201107035,0,5378.72223256742,0,1317.25695152543,0,0,0,0,0,0,RESIDENTIAL
YISHUN WEST,YISHUN,0,0,148303.512056714,1806.18765091783,0,23935.8200355547,0,77586.9450127733,232160.945490048,0,2043.53517329602,0,3892.86500413578,13771.7450778856,0,835003.29949394,14958.0016183573,50384.9658614867,6639.24035408897,12269.6982939507,18919.1669966787,55049.6437880254,5211.13677097616,2026.46456958878,0,13797.5178604867,0,0,0,0,0,0,RESIDENTIAL
